gene_id	SET1A mean gb	SET1A mean promoter	ZC3H4 mean gb	ZC3H4 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter
ENSMUSG00000031644	0.027785255	0.2896117	0.01172417	0.19925009	-0.057182144	0.16764094
ENSMUSG00000024487	0.049544625	0.35057828	0.20696954	0.20300332	0.04943796	0.18304324
ENSMUSG00000049686	0.06937019	0.30344602	0.2113436	0.19835754	0.08267937	0.17569321
ENSMUSG00000026821	0.07849942	0.26552328	0.34868866	0.25776175	0.07188231	0.13740464
ENSMUSG00000028029	0.0406763	0.519499	0.18945526	0.2667493	0.064472	0.26100996
ENSMUSG00000022240	0.009255243	0.020673951	-0.18969254	0.020964952	-0.010736199	0.13685614
ENSMUSG00000051721	0.055531222	0.16882151	0.14475058	0.22953811	0.07171838	0.13315366
ENSMUSG00000030704	0.04833069	0.37352023	0.09567262	0.2959949	0.10139842	0.19250049
ENSMUSG00000022900	0.06192356	-0.040872	0.1758985	0.077283956	0.061545998	0.057126876
ENSMUSG00000056394	0.08629912	-0.03689367	0.3941648	0.12623794	0.039819684	-0.007889418
ENSMUSG00000035864	0.021225013	0.058992	-0.13370314	-0.024587149	-0.04244462	0.16017824
ENSMUSG00000018143	0.0631324	0.27947426	0.29511434	0.18236752	0.05889959	0.13579628
ENSMUSG00000037857	0.10916622	0.407925	0.4541826	0.29833737	0.10321077	0.20057742
ENSMUSG00000068739	0.08465393	0.24338062	0.40827894	0.29749906	0.10520311	0.11848749
ENSMUSG00000029217	0.021652432	0.091729864	-0.14336233	0.070197776	-0.004688653	0.12255317
ENSMUSG00000025358	0.064543776	0.28898793	0.2581363	0.22444364	0.07043636	0.18884967
ENSMUSG00000062054	0.047708176	0.1550208	0.19310251	0.20663843	0.018936493	0.07512549
ENSMUSG00000060519	0.1564059	0.1377504	0.48235112	0.161125	0.06820434	0.1413787
ENSMUSG00000020193	0.02956472	0.32485583	-0.13470316	0.26744792	0.034986876	0.12531841
ENSMUSG00000023072	0.035997886	0.27930683	0.06291883	0.24071178	0.03860647	0.19970334
ENSMUSG00000041035	0.043909136	0.22179846	0.034572277	0.108778745	0.06264197	0.17545138
ENSMUSG00000033400	0.039471924	0.28962815	0.10101499	0.2138844	0.03240556	0.15925744
ENSMUSG00000022456	0.05147551	-0.04810272	0.07882179	-0.043768663	0.06669972	-0.08661693
ENSMUSG00000101348	0.017220225	-0.12644958	-0.10915197	-0.2437083	0.017382244	-0.11632676
ENSMUSG00000072294	0.03203233	0.31632286	0.016852431	0.29536557	0.034253515	0.1457231
ENSMUSG00000011306	0.031441905	0.45746416	0.10789728	0.19576886	0.03993482	0.262339
ENSMUSG00000018593	0.12962034	-0.08409719	0.32457754	0.0066445176	0.069162294	-0.027685339
ENSMUSG00000020687	0.045597013	0.38627133	0.10088587	0.22143729	0.0480543	0.24680267
ENSMUSG00000025085	0.020499932	-0.13997506	-0.10637308	-0.06850657	0.02532765	0.032053817
ENSMUSG00000004677	0.0199953	0.33338997	-0.030351277	0.17300794	0.024911195	0.23039192
ENSMUSG00000022545	0.07559495	0.18434528	0.37054452	0.19242188	0.058195073	0.14023136
ENSMUSG00000038240	0.032707285	0.38910145	-0.0036878106	0.22148699	0.016697127	0.26730797
ENSMUSG00000046449	0.031210607	0.17423566	0.18949904	0.24787217	0.05881465	0.09724306
ENSMUSG00000021252	0.059461754	0.33893684	0.24652699	0.17772561	0.06086288	0.20909636
ENSMUSG00000028894	0.046804365	-0.057888396	0.10962045	0.072925344	0.047838602	-0.017229464
ENSMUSG00000073633	0.14707007	0.4428989	0.66864806	0.2357494	0.07955337	0.21538664
ENSMUSG00000025825	0.0557661	0.4488165	0.24731384	0.27418172	0.07084851	0.21896973
ENSMUSG00000063626	0.011810838	0.017461987	-0.12250943	0.072062604	0.012293315	0.08161574
ENSMUSG00000035530	0.34745735	0.4942566	1.0034486	0.36133793	0.096710555	0.17926131
ENSMUSG00000021217	0.01637396	0.18090728	-0.15333681	0.07561275	0.055487234	0.24575464
ENSMUSG00000062590	0.04583791	0.252284	0.1821372	0.2627626	0.041012093	0.1077976
ENSMUSG00000058806	0.031392835	0.03748251	0.044984113	0.037942644	0.049682025	0.10983526
ENSMUSG00000057359	0.11217528	0.2780656	0.41127294	0.27548116	0.090137705	0.15056282
ENSMUSG00000026839	0.016673164	0.09377204	-0.12411054	0.0032157567	0.054703902	0.17238389
ENSMUSG00000027433	0.04761078	0.5117718	0.13750331	0.30900356	0.065875	0.23836908
ENSMUSG00000039191	0.1320264	0.2832354	0.4060101	0.3217728	0.14876932	0.16644864
ENSMUSG00000079179	0.054581933	0.414326	0.41068926	0.21132013	0.0029020498	0.12428538
ENSMUSG00000024580	0.04475903	0.3600504	0.26024786	0.22232981	0.04428771	0.22950543
ENSMUSG00000024516	0.039515607	0.238646	0.117822744	0.16407399	0.05122246	0.13653426
ENSMUSG00000018765	0.05727236	0.35571533	0.25911257	0.18116175	0.06316699	0.19394353
ENSMUSG00000038538	0.03605168	0.4411014	0.06934335	0.18409657	0.03207095	0.27175826
ENSMUSG00000022698	0.08155971	0.5503461	0.3064631	0.32646713	0.12122072	0.23646928
ENSMUSG00000032562	0.11775305	0.13467424	0.29049858	0.18116234	0.08468992	0.074889414
ENSMUSG00000024357	0.032675218	0.37782437	-0.018403942	0.25905597	-0.0066779032	0.17091344
ENSMUSG00000024592	0.022473268	0.11855165	-0.08805955	0.2025816	-0.05182552	0.05039757
ENSMUSG00000034220	0.021080025	0.16737609	-0.09731139	0.06564222	0.06761179	0.1796666
ENSMUSG00000027829	0.14385355	0.4698536	0.64576805	0.2665083	0.08787827	0.2068084
ENSMUSG00000018239	0.10135332	0.29751003	0.4235815	0.26465958	0.089680724	0.1639025
ENSMUSG00000026234	0.16255623	0.6284087	0.6566195	0.31493506	0.10344583	0.23492905
ENSMUSG00000072082	0.054856773	0.336705	0.21467166	0.29399493	0.09186202	0.20716633
ENSMUSG00000038279	0.08054142	0.3827629	0.354461	0.2993867	0.10261829	0.20277876
ENSMUSG00000000134	0.14411622	0.12159076	0.6278306	0.24616091	0.067036904	0.095073834
ENSMUSG00000036743	0.026756404	0.119168065	-0.04474851	0.23263621	0.012909733	0.037367348
ENSMUSG00000031826	0.063833654	0.33228958	0.1767921	0.19122124	0.08955542	0.16122597
ENSMUSG00000087060	0.031755093	0.26416773	0.022255156	0.26089272	-0.0033762015	0.12507966
ENSMUSG00000115172	0.017524444	-0.10434804	-0.08920326	-0.059106518	0.06978721	-0.07868831
ENSMUSG00000026249	0.014945027	0.036749296	-0.17655066	0.01630043	-0.007754782	0.11593721
ENSMUSG00000030539	0.13800201	0.20007148	0.4492946	0.31453297	0.14336343	0.13600884
ENSMUSG00000079330	0.10173124	0.22109102	0.3931831	0.18166955	0.06946309	0.18561909
ENSMUSG00000014313	0.09580348	0.3073417	0.3563024	0.19231766	0.08758641	0.19703843
ENSMUSG00000025781	0.06091528	0.44231907	0.3167153	0.29144037	0.089831784	0.22048411
ENSMUSG00000039934	0.021786233	-0.097000875	-0.1219083	-0.029326294	0.018856123	0.032740775
ENSMUSG00000053279	-0.04043329	-0.17378768	-0.16875455	-0.18976142	-0.014079123	-0.14395577
ENSMUSG00000000276	0.13764422	0.028189274	0.42475614	0.25112808	0.08338372	-0.038044922
ENSMUSG00000005897	0.035421506	0.26641992	0.042418968	0.18044896	0.030335473	0.15981661
ENSMUSG00000022332	0.018712906	0.08650927	-0.15827169	0.04547055	0.03217914	0.19221032
ENSMUSG00000022967	0.034609362	0.29941207	0.114966795	0.24371834	0.021325093	0.17670709
ENSMUSG00000019792	0.036601815	0.30055875	0.09558191	0.2554856	0.018173203	0.1616446
ENSMUSG00000005378	0.05651038	0.33412835	0.13811594	0.1458508	0.0791497	0.1620272
ENSMUSG00000003500	0.094497934	0.21202677	0.35395756	0.15269746	0.07361506	0.11931732
ENSMUSG00000075600	0.028959356	0.4069653	-0.0461203	0.28751674	0.024215763	0.18635064
ENSMUSG00000032712	0.09891599	0.32317972	0.37572497	0.27488747	0.09820489	0.2121928
ENSMUSG00000026895	0.023689797	0.06105163	0.08671037	0.0892777	0.043619048	0.09249131
ENSMUSG00000004535	0.03308591	0.3969564	0.09266263	0.20309317	0.05674272	0.23048207
ENSMUSG00000045594	-0.61765087	-0.61523527	-0.59706795	-0.28170833	-0.2142192	-0.27472806
ENSMUSG00000032384	0.013893505	0.28449893	-0.15708785	0.1180665	0.01676433	0.24150397
ENSMUSG00000029095	0.03004626	0.1854766	0.07368834	0.07453565	0.047378402	0.15289575
ENSMUSG00000059119	0.035765864	0.4451086	0.12313306	0.24488503	0.0593463	0.24837482
ENSMUSG00000058290	0.04520671	0.19617993	0.028348953	0.14633106	0.045569204	0.14526665
ENSMUSG00000038002	0.032821793	0.43689638	-0.033914015	0.17479019	0.07235201	0.25584102
ENSMUSG00000040280	0.21938045	-0.02980348	0.69742894	0.13585354	0.06676734	-0.024835138
ENSMUSG00000020844	0.070825994	0.235712	0.286065	0.098775834	0.05678921	0.19136216
ENSMUSG00000108322	0.064896666	-0.0793203	0.037460815	-0.10833257	0.011372809	-0.047718477
ENSMUSG00000024251	0.052530963	0.30669436	0.22400546	0.25296202	0.0034315784	0.15725814
ENSMUSG00000002221	0.025718886	0.50046986	0.056301773	0.30380815	0.045953937	0.23221578
ENSMUSG00000019471	0.05348891	0.38822812	0.2538925	0.13339281	0.064688034	0.21294084
ENSMUSG00000029390	0.06327166	0.40237987	0.2510273	0.19183479	0.08314719	0.20702267
ENSMUSG00000002660	0.06493004	0.35899162	0.37169096	0.24758299	0.082956664	0.19424419
ENSMUSG00000028124	0.07679569	0.3435784	0.302955	0.3035805	0.09481662	0.15482534
ENSMUSG00000039220	0.169314	0.58415365	0.6954915	0.31731868	0.09786935	0.20717636
ENSMUSG00000024073	0.03852766	0.49825543	0.025033616	0.31347483	0.048479613	0.2236618
ENSMUSG00000019841	0.037022624	0.5010263	0.01716277	0.29628718	0.04730039	0.26106715
ENSMUSG00000026857	0.08038719	0.23742406	0.3889986	0.2681054	0.08744687	0.14984329
ENSMUSG00000024191	0.03123371	0.36633304	0.25248343	0.2502586	0.03153639	0.13887353
ENSMUSG00000024966	0.057744354	0.34592986	0.22627564	0.20485157	0.07127084	0.1951113
ENSMUSG00000070426	0.04309149	0.33874857	0.1582579	0.254119	0.04668244	0.22624332
ENSMUSG00000086948	-0.06176202	-0.22347827	-0.09190958	-0.20251128	0.079737894	-0.11866644
ENSMUSG00000027649	-0.05519099	-0.57219064	-0.09286123	-0.27196398	0.018116025	-0.22804488
ENSMUSG00000026142	0.02352385	0.23596941	-0.1101057	0.22631836	-0.010698252	0.12957901
ENSMUSG00000085912	0.108959354	0.17297846	0.46408293	0.29824182	0.09779826	0.080050394
ENSMUSG00000028134	0.042228576	0.27303314	0.10099083	0.24249631	0.060886722	0.13732184
ENSMUSG00000036427	0.043560687	0.32046446	0.23713158	0.24512643	0.054799315	0.16791034
ENSMUSG00000029848	0.05535793	-0.07113202	0.19418566	0.081652306	0.05813709	-0.02421902
ENSMUSG00000059552	0.19297642	0.41028598	0.6497064	0.32252455	0.12283577	0.18966423
ENSMUSG00000022800	0.042912636	0.3130254	0.06567387	0.16206262	0.053866662	0.18878387
ENSMUSG00000024981	0.037248295	0.11146413	0.05540524	0.20763652	0.04527931	0.051564455
ENSMUSG00000024800	0.018343337	0.2470204	0.14226247	0.12902968	0.023844216	0.17462629
ENSMUSG00000032998	0.042092636	0.4231068	0.09796126	0.23369795	0.053522363	0.24028921
ENSMUSG00000026469	0.027652815	0.24894613	-0.09396477	0.10910711	-0.022920758	0.16459326
ENSMUSG00000021537	0.054043017	0.44397724	0.23723504	0.3007642	0.07759865	0.15879562
ENSMUSG00000023087	0.07957446	0.3935698	0.25629467	0.31044397	0.12400852	0.2098915
