gene_id	SET1A mean gb	SET1A mean promoter	ZC3H4 mean gb	ZC3H4 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter
ENSMUSG00000020547	0.028593548	0.33919972	0.079768606	0.20971158	0.061430637	0.24867006
ENSMUSG00000087203	0.017534483	0.13561873	-0.17322491	0.004241248	-0.033988327	0.12424149
ENSMUSG00000005802	0.024688074	0.040287722	-0.12563306	0.01661177	-0.033572786	0.08187848
ENSMUSG00000040359	0.028643511	0.3360996	-0.021556165	0.21735725	-0.04147647	0.16103107
ENSMUSG00000089887	0.003138484	-0.14510238	-0.15974332	-0.22535908	0.021535205	-0.119069666
ENSMUSG00000054263	0.051439762	0.34678805	0.17197746	0.30516034	0.10344283	0.22127293
ENSMUSG00000021124	0.035305306	0.40669876	0.040983375	0.15979843	0.04758148	0.22336832
ENSMUSG00000031983	0.022462308	0.25869665	-0.07274729	0.102500714	0.02760182	0.18232638
ENSMUSG00000018634	0.028941477	0.08060857	-0.064462714	0.02538689	0.057731826	0.12001516
ENSMUSG00000024597	0.02839773	0.2650332	-0.015014724	0.23882523	0.032845423	0.1756811
ENSMUSG00000025190	0.096016064	0.3937574	0.44490197	0.28968263	0.10386659	0.2022847
ENSMUSG00000002129	0.05106906	0.33139095	0.2878491	0.24840704	0.042633854	0.17712303
ENSMUSG00000098530	0.13488443	0.36749905	0.5939431	0.26281515	0.09475479	0.20708987
ENSMUSG00000053453	0.058633853	0.08431149	0.1739547	0.13167867	0.059887122	0.07543338
ENSMUSG00000030306	0.03484552	0.15328306	0.09462132	0.14696522	0.054755505	0.15387799
ENSMUSG00000031731	0.038288437	0.5529502	0.10163669	0.23168065	0.05464029	0.24267554
ENSMUSG00000027487	0.057746083	0.29967502	0.27617252	0.26418525	0.07357624	0.14398631
ENSMUSG00000078604	0.030633863	0.38265115	-0.1482213	0.20516382	-0.031226877	0.25052178
ENSMUSG00000046519	0.03754987	0.06346465	0.09452069	0.083620116	-0.009002154	0.07242663
ENSMUSG00000003484	0.034963995	-0.08422593	0.055964723	-0.09937749	0.06003747	-0.11989728
ENSMUSG00000093598	0.00040680423	-0.123503946	-0.16253404	-0.17133468	-0.05696941	-0.113239855
ENSMUSG00000004110	-0.00079035707	-0.14749226	-0.120833345	-0.23306155	-6.499609e-05	-0.12654239
ENSMUSG00000043885	0.009953763	0.062345106	-0.2121859	-0.0066651306	-0.039985858	0.105711624
ENSMUSG00000036223	0.030185603	0.17339414	0.02216932	0.15974186	0.045143973	0.13234067
ENSMUSG00000028488	0.027395442	0.23843595	-0.036880586	0.19965436	0.028660608	0.17843804
ENSMUSG00000026235	0.067573406	0.10979985	0.33613998	0.21886459	0.06470404	0.13831912
ENSMUSG00000000340	0.037721768	0.2365152	0.1218492	0.18639794	0.03269977	0.12501639
ENSMUSG00000102343	0.01863945	-0.07448103	-0.13890916	-0.11425423	0.008760273	-0.09060943
ENSMUSG00000037958	0.04265002	0.38881207	0.11653189	0.25183436	0.022877246	0.21505235
ENSMUSG00000026656	0.069425695	-0.098954335	0.21007285	0.12795496	0.03676173	-0.02248369
ENSMUSG00000048799	0.013747348	0.30626553	-0.10302305	0.24496228	0.0034141215	0.23052455
ENSMUSG00000038843	0.013492672	-0.13903281	-0.12431031	-0.2152315	0.09699327	-0.10447818
ENSMUSG00000091849	0.023945285	-0.09147032	-0.073480904	-0.15144125	0.059482288	-0.13042662
ENSMUSG00000025413	0.036686465	0.3136394	0.13466448	0.18415512	0.010710297	0.1507815
ENSMUSG00000037913	0.057550132	-0.115987815	0.17704736	0.08149932	0.035189707	-0.024945095
ENSMUSG00000029482	0.04019528	0.16165693	0.027964003	0.14967561	0.05622098	0.1249205
ENSMUSG00000021541	0.00035851088	-0.09477496	-0.22013026	-0.08682904	0.017003058	-0.09948285
ENSMUSG00000097516	0.016145488	0.0429873	-0.14745386	0.094817735	-0.024534954	0.08574205
ENSMUSG00000022614	0.05813053	0.44551975	0.13874839	0.28828645	0.113378026	0.23820518
ENSMUSG00000029074	0.03748053	0.088351056	0.0031145276	0.14830396	0.061183203	0.07344727
ENSMUSG00000026383	0.037208207	0.32550326	0.12189008	0.17617439	0.011145423	0.17065936
ENSMUSG00000025967	0.16559982	0.5592007	0.64430565	0.2577212	0.10875316	0.29519075
ENSMUSG00000035754	0.06307183	0.44136605	0.46699846	0.1423928	0.034221288	0.18197872
ENSMUSG00000032495	0.13453963	0.17533667	0.5354458	0.3565889	0.117551625	0.0040844027
ENSMUSG00000117371	0.04070385	0.43100095	0.21508858	0.22707152	0.042281955	0.24459423
ENSMUSG00000002733	0.045376685	0.2124925	0.09999667	0.17472935	0.04880043	0.13786387
ENSMUSG00000011486	0.058448818	-0.08353379	0.1309516	-0.12250902	0.075990885	-0.087279424
ENSMUSG00000042992	0.050840702	-0.11219996	0.10959663	-0.067977294	0.0471363	-0.035472803
ENSMUSG00000024907	-0.022671511	-0.15267783	-0.18007042	-0.07955741	-0.05927286	0.038985133
ENSMUSG00000101640	0.011410848	-0.11690761	-0.15522827	-0.10672119	0.046189412	-0.09054652
ENSMUSG00000029729	0.060268965	0.33044294	0.34574056	0.21324143	0.06553259	0.18040939
ENSMUSG00000009585	0.17577311	0.22057645	0.6541795	0.25464293	0.077862024	0.14208178
ENSMUSG00000087157	0.04219909	-0.101301156	0.031035058	0.058314577	-0.006010011	-0.019166758
ENSMUSG00000055401	0.10913513	0.18388197	0.40796632	0.23073359	0.080353856	0.060193714
ENSMUSG00000042406	0.3307222	0.3836608	0.97044045	0.35696462	0.0890801	0.15240157
ENSMUSG00000037643	0.07302629	0.2813874	0.4029599	0.19599165	0.07182609	0.1844331
ENSMUSG00000026970	0.028977543	0.15913467	-0.10678609	0.10819179	0.049414303	0.1610955
ENSMUSG00000026430	0.025618013	0.11835041	0.0074114436	0.12982881	0.039676867	0.13747655
ENSMUSG00000022305	0.033308156	0.28208905	-0.008738958	0.16437718	0.038730975	0.22867054
ENSMUSG00000029168	0.02617022	0.11536971	-0.058523457	0.10457784	0.057778995	0.116184145
ENSMUSG00000029640	0.049144242	0.21856177	0.047748063	0.14119193	0.066940926	0.15396787
ENSMUSG00000001440	0.08847097	0.5165112	0.3457482	0.3120336	0.096421495	0.22206257
ENSMUSG00000014496	0.04141945	0.41196275	0.04309701	0.28276753	0.0635832	0.24512346
ENSMUSG00000108151	0.027747246	-0.143616	0.09691153	-0.17323631	0.064030126	-0.053175744
ENSMUSG00000033192	0.01993467	0.11913328	-0.05351212	0.018145462	-0.0199682	0.10202421
ENSMUSG00000014905	0.094775714	0.33763063	0.45179418	0.277742	0.096712455	0.16039586
ENSMUSG00000041720	-0.019607916	-0.5599158	-0.09563495	-0.31095204	-0.082396686	-0.2529567
ENSMUSG00000054003	0.024261631	-0.105948396	-0.097378105	-0.05604997	0.038416877	-0.05143647
ENSMUSG00000033032	0.03220545	-0.03444877	0.05972111	-0.022008894	0.056183685	0.037921708
ENSMUSG00000079641	0.27826655	0.2438628	0.79995966	0.35649157	0.11931881	0.10492021
ENSMUSG00000115428	0.076645754	-0.05262661	0.39078987	0.16587618	0.036220383	-0.02431132
ENSMUSG00000045467	0.042880148	0.0934502	0.10800526	0.11809075	0.0564528	0.03808551
ENSMUSG00000053886	0.022233969	-0.003702937	0.029690458	0.14365436	-0.019484121	0.02736526
ENSMUSG00000117232	0.034155577	-0.10377142	-0.0044372333	0.15691084	0.046812065	-0.028175168
ENSMUSG00000020089	0.046805073	0.32910693	0.131605	0.1841904	0.053227797	0.218252
ENSMUSG00000086629	-0.0031757387	0.09718918	-0.2042087	0.020187182	-0.015388338	0.17846762
ENSMUSG00000052889	0.016724663	0.07735264	-0.13138199	0.074277855	0.033208966	0.16279094
ENSMUSG00000107623	0.027700659	-0.05583074	0.06549226	0.026072934	0.03590848	-0.032014284
ENSMUSG00000007107	0.028646912	-0.121935226	-0.0785464	-0.21180798	0.058446735	-0.13233723
ENSMUSG00000027957	0.03906925	0.36698246	0.10885389	0.10595013	0.024200337	0.20717578
ENSMUSG00000030447	0.037017748	0.32320827	0.14075895	0.2279657	0.031825434	0.1863595
ENSMUSG00000026603	0.03704924	0.13583638	0.030326482	0.14223896	0.06293446	0.10212253
ENSMUSG00000044452	0.040954214	0.35681438	0.2313169	0.2709439	0.045059625	0.15566689
ENSMUSG00000090207	0.15846652	0.33357778	0.6337213	0.24701117	0.09137145	0.19397545
ENSMUSG00000055480	0.041280486	-0.0599352	0.085256435	0.13937362	0.053750426	-0.07186893
ENSMUSG00000014243	0.05662447	0.37529406	0.2710599	0.25193518	0.050057907	0.18175992
ENSMUSG00000109336	0.042771053	0.27340844	0.11622902	0.1214906	0.03784913	0.17769057
ENSMUSG00000111952	0.0076983646	-0.11622985	-0.15531117	-0.17918848	-0.048252024	-0.13173823
ENSMUSG00000028691	0.1331778	0.47633672	0.580554	0.31935233	0.11009059	0.16565105
ENSMUSG00000041740	0.044869106	0.39328486	0.15562953	0.29009566	0.09393292	0.21600823
ENSMUSG00000018820	0.03513406	0.27105787	0.06455162	0.19233857	0.05172549	0.17515083
ENSMUSG00000020431	0.019016668	-0.06980609	-0.16658048	-0.010718983	0.018685283	0.11349653
ENSMUSG00000090100	0.016093737	0.2907327	-0.16983798	0.10927399	-0.031984378	0.23732829
ENSMUSG00000097418	0.038049217	0.10057918	-0.0037925977	0.099110454	-0.020142136	0.110058084
ENSMUSG00000114024	0.036232524	0.39649755	0.48084378	0.2178799	-0.0062380424	0.14238083
ENSMUSG00000023755	0.052722953	0.3299028	0.0044262297	0.2290734	0.08618813	0.18514068
ENSMUSG00000001942	0.02956111	-0.07969892	0.020634146	-0.04416818	0.045464322	-0.091417804
ENSMUSG00000034412	0.03884117	0.20333223	0.09791051	0.18217473	0.056518782	0.13634017
ENSMUSG00000001755	0.04507091	0.28089654	0.17331019	0.20490552	0.060089007	0.1727507
ENSMUSG00000117674	0.0401541	-0.10470769	-0.09962191	-0.08398348	0.08074607	-0.04948649
ENSMUSG00000047361	0.04061309	-0.06281805	0.14426728	0.05899663	0.028939951	-0.021239601
