gene_id	SET1A mean gb	SET1A mean promoter	ZC3H4 mean gb	ZC3H4 mean promoter	H3K4me3 mean gb	H3K4me3 mean promoter
ENSMUSG00000108861	0.027821597	-0.12336673	-0.018943572	-0.14009236	0.07490576	-0.03395045
ENSMUSG00000028979	0.14886475	-0.064101055	0.6686227	0.22641826	0.011897748	-0.061104517
ENSMUSG00000003226	0.040109504	0.45268098	0.101841	0.24407792	0.037101552	0.2600901
ENSMUSG00000027088	0.045484766	0.28876612	0.15990572	0.14499238	0.038832575	0.16145656
ENSMUSG00000003559	0.0352642	0.0133784255	-0.06204144	0.10961541	0.031110607	0.0073770136
ENSMUSG00000053553	0.038846493	0.20199151	0.07783999	0.19984853	0.06976706	0.12522958
ENSMUSG00000002017	0.031343497	0.20270783	0.0010180658	0.17172273	0.063184656	0.14650345
ENSMUSG00000052593	0.03687549	0.35379755	0.06406464	0.24622262	0.031089697	0.22264586
ENSMUSG00000024163	0.031400066	0.26083592	0.055668656	0.17572829	0.032145873	0.15012577
ENSMUSG00000024726	0.06334409	0.2634726	0.3167064	0.22787184	0.07120072	0.13252683
ENSMUSG00000032238	0.009648749	0.20365149	-0.15270145	0.028886696	0.027207928	0.21654795
ENSMUSG00000021189	0.049259685	0.31399053	0.21464828	0.2840976	0.08104287	0.15436499
ENSMUSG00000115172	0.017524444	-0.10434804	-0.08920326	-0.059106518	0.06978721	-0.07868831
ENSMUSG00000028030	0.028752433	0.51053697	-0.011935465	0.2630058	0.012127732	0.272766
ENSMUSG00000057982	-0.61765087	-0.61523527	-0.59706795	-0.28170833	-0.2142192	-0.27472806
ENSMUSG00000079502	0.022852344	0.16340108	-0.09685263	0.10381002	0.036945682	0.14452878
ENSMUSG00000038151	0.10104215	0.03530551	0.3721471	0.1658331	0.05256494	0.06449282
ENSMUSG00000030188	0.042432576	0.15545438	0.19739272	0.15196346	0.021676004	0.091892436
ENSMUSG00000038331	0.024805317	0.33065608	-0.08791455	0.24804433	0.037748307	0.21720438
ENSMUSG00000034303	0.026989916	0.23749472	-0.03338104	0.2488156	-0.073841944	0.14315207
ENSMUSG00000032679	0.08369138	0.06430407	0.43199605	0.24525802	0.047671136	0.00938577
ENSMUSG00000021124	0.035305306	0.40669876	0.040983375	0.15979843	0.04758148	0.22336832
ENSMUSG00000062647	0.2643273	0.42570528	0.75539553	0.3017078	0.1259283	0.26147193
ENSMUSG00000029580	0.23366612	0.50166464	0.6885918	0.3584055	0.14642565	0.19669615
ENSMUSG00000034731	0.04348659	0.26718074	0.09386313	0.28651768	0.08556714	0.16263957
ENSMUSG00000020564	0.010566286	0.1839813	-0.11777607	0.0788128	0.05747943	0.2194385
ENSMUSG00000043251	0.1408425	-0.0082769245	0.27333504	0.1366682	0.10651103	-0.0009773101
ENSMUSG00000025529	-0.012580904	-0.13191509	-0.17724758	-0.02400276	0.022396624	0.05602682
ENSMUSG00000034157	0.04630729	0.43731794	0.17140503	0.3106165	0.102167144	0.22916266
ENSMUSG00000108414	0.31243512	0.43978843	0.89600855	0.3566767	0.11756069	0.20227517
ENSMUSG00000030302	0.023387915	-0.07057888	-0.037715323	-0.06294876	0.024177182	0.026447987
ENSMUSG00000044730	0.03835277	0.30589762	0.08248561	0.15057173	0.021754742	0.22076091
ENSMUSG00000096255	-0.61765087	-0.61523527	-0.59706795	-0.28170833	-0.2142192	-0.27472806
ENSMUSG00000024963	0.07372038	0.13519289	0.30993092	0.13877839	0.05972543	0.06542366
ENSMUSG00000033186	0.10878104	0.2742717	0.39499414	0.23780566	0.090498805	0.19932532
ENSMUSG00000027287	0.035816513	0.2554198	0.037541974	0.1914629	0.031752378	0.15248552
ENSMUSG00000041718	0.08736521	0.24318537	0.47352806	0.26767468	0.08172388	0.11315478
ENSMUSG00000059187	0.0040639765	-0.12941933	0.010645974	-0.044862665	0.047147624	-0.032159448
ENSMUSG00000056167	0.058545046	0.33834624	0.21548112	0.20774832	0.0709346	0.18407638
ENSMUSG00000085912	0.108959354	0.17297846	0.46408293	0.29824182	0.09779826	0.080050394
ENSMUSG00000030671	0.027692404	0.104358725	-0.07197584	0.05026123	-0.0020017028	0.16033052
ENSMUSG00000022094	0.06379158	0.35194373	0.2805465	0.28040734	0.09029791	0.17652771
ENSMUSG00000036529	0.023381114	0.24343361	-0.13702518	0.12896904	0.03900374	0.19840479
ENSMUSG00000085301	0.018769858	-0.11197039	-0.13977814	-0.2696965	0.010293638	-0.1686543
ENSMUSG00000037279	0.06277432	0.12412458	0.11129538	0.05878015	0.059951562	0.13825077
ENSMUSG00000052544	0.021402914	0.112945	-0.036278136	0.1539742	0.051383596	0.10348637
ENSMUSG00000048118	0.025182158	0.43980628	-0.12144501	0.19992827	0.047927283	0.28404334
ENSMUSG00000034424	0.058275323	0.25977495	0.17775254	0.1749958	0.064933755	0.19294776
ENSMUSG00000032178	0.056923453	0.4827647	0.30768648	0.2994694	0.10224511	0.2160209
ENSMUSG00000021391	0.03289849	0.3906627	0.041734986	0.21276283	0.0039484724	0.26460776
ENSMUSG00000020305	0.039804704	0.067307524	0.0124242185	0.16041516	0.059024323	0.022402357
ENSMUSG00000096574	0.05360544	0.19253133	0.093923114	0.18793486	0.06553663	0.093740955
ENSMUSG00000048410	0.02663856	0.47641486	-0.08702908	0.22609949	-0.00064387184	0.25796685
ENSMUSG00000028530	0.020221585	0.18817279	-0.12292923	0.07949597	-0.022909826	0.17929214
ENSMUSG00000057788	0.050289042	0.33354008	0.19220255	0.13086696	0.06013926	0.21367933
ENSMUSG00000020525	0.043996066	0.39141703	0.14119625	0.26491973	0.04300545	0.20520577
ENSMUSG00000018848	0.046546556	0.28713492	0.21414627	0.17810582	0.042592227	0.16170105
ENSMUSG00000054717	0.1515327	0.43354586	0.44905347	0.3348073	0.14571786	0.21479936
ENSMUSG00000004937	0.031045763	0.25293332	0.058831662	0.15163712	0.05948521	0.15650384
ENSMUSG00000059456	0.020321267	0.03810543	-0.15546495	-0.017670799	0.022712007	0.09051789
ENSMUSG00000074227	0.07872263	0.4745536	0.44439387	0.28298625	0.088019125	0.17935355
ENSMUSG00000021589	0.03587776	0.16203874	0.077597916	0.1299534	0.024211911	0.1023492
ENSMUSG00000035171	0.03065536	0.3244827	0.047656402	0.22002144	0.058634967	0.22305933
ENSMUSG00000039410	0.018547041	-0.054882217	-0.103467576	0.009616081	0.05384606	0.093858875
ENSMUSG00000040297	0.031276003	0.3307228	-0.050502095	0.25166202	0.025105022	0.23014088
ENSMUSG00000029319	0.05275499	0.34861022	0.3372912	0.26403812	0.053387605	0.15474744
ENSMUSG00000020948	0.031883944	0.35532725	-0.03004283	0.17380038	0.00887119	0.24908377
ENSMUSG00000071014	0.06768807	0.2656254	0.3859012	0.18203476	0.0421673	0.16371143
ENSMUSG00000033228	0.04779221	0.37603658	0.11997194	0.22249238	0.065580755	0.23668702
ENSMUSG00000021587	0.02027082	0.00059149903	-0.11028414	0.10247345	-0.036662295	0.03929804
ENSMUSG00000027637	0.05543267	0.3968836	0.21793796	0.20241235	0.076095834	0.2609797
ENSMUSG00000020654	0.005313636	0.089318596	-0.07393026	0.10559752	0.054865	0.10345329
ENSMUSG00000057614	0.024704063	0.06973531	-0.14957783	0.19348556	0.009302509	0.12229645
ENSMUSG00000038518	0.07965065	0.3744796	0.26151082	0.2739444	0.10742466	0.22098699
ENSMUSG00000048271	0.034701165	0.42784667	0.019618696	0.27500954	0.06896669	0.2360772
ENSMUSG00000037916	0.024877498	-0.5087353	0.13569729	-0.3377915	0.01423296	-0.21593428
ENSMUSG00000020092	0.06698972	0.27316174	0.26033396	0.20991938	0.07795328	0.17225112
ENSMUSG00000022914	0.04865672	0.46163082	0.16941164	0.287329	0.041660815	0.20982139
ENSMUSG00000039954	0.014548545	-0.07893806	-0.15239343	0.017653603	-0.011100677	0.023766268
ENSMUSG00000074088	0.03848173	0.33156115	0.13954546	0.19774586	0.05343786	0.21774334
ENSMUSG00000028397	0.07227895	-0.10471533	0.23052813	-0.16580789	0.037470974	-0.1564649
ENSMUSG00000022800	0.042912636	0.3130254	0.06567387	0.16206262	0.053866662	0.18878387
